app_id,app_name,sentiment,review_original,review_tokenized,timestamp
825630,STEINS;GATE 0,negative,그닥..,그닥 ..,2019-10-16 18:37:04
825630,STEINS;GATE 0,negative,한글화 때문에 비추,한글화 때문 에 비추,2018-11-17 15:31:58
